tweet_id,retweet_count,reply_count,like_count,quote_count
1330160291196309505,32,22,317,6
1329797902357688322,36,24,381,10
1329797902324166657,33,5,297,3
1329797901854400515,30,10,225,2
1329797901825024008,16,3,140,2
1329435515033178112,75,96,1093,67
1329435514664071173,31,14,444,13
1328710737863331842,25,27,269,13
1327623574161682441,72,91,915,45
1327270070654013440,32,32,209,2
1327261207372439553,42,49,340,15
1327261186484736000,27,18,344,5
1326956653636415489,13,8,150,2
1326898819926274048,24,9,236,12
1326898798791172099,14,3,183,5
1326898798673670148,19,8,211,13
1326898798501695490,40,43,383,37
1326547738348068865,25,9,242,2
1326536416797528065,23,17,351,11
1326174023802351616,35,5,477,18
1326174023764635655,44,99,633,26
1325815443177791488,24,7,250,6
1325811635693481985,36,23,530,21
1325811635420848129,27,7,338,12
1322535045215801345,109,201,1425,82
1322172658545500166,22,17,301,8
1322172657773805568,52,75,658,14
1321810271225192451,11,5,158,1
1321810270801584129,135,241,1308,88
1321469759087472640,29,19,310,4
1321447902875701250,21,7,210,6
1321447883544166402,20,13,348,10
1321447882940141570,30,20,288,11
1321447882759852034,43,18,469,21
1321447882721996801,14,5,172,0
1319998332132012032,44,19,522,13
1319639893878984704,30,6,388,9
1319635943012392965,38,24,400,12
1319635942748131336,30,7,241,6
1319273577187844096,51,37,413,15
1319273555385876480,25,10,282,19
1318911169525145600,55,26,449,13
1318911168275222528,33,16,255,4
1318548778966810632,17,5,176,5
1318548778228633600,29,6,243,1
1317461616548630530,36,18,355,8
1317461616082980869,28,10,238,9
1317193610836717568,29,8,318,4
1317103031775858689,57,127,459,21
1317099231266701312,51,17,330,3
1317099228808777729,24,1,175,4
1317099228326432770,22,4,179,3
1316740628999536640,56,102,493,21
1316736840473419776,12,6,171,4
1316736840196591616,27,9,211,6
1316374452716871681,22,8,196,3
1316374452226142212,57,43,446,19
1316063652848508928,23,16,149,1
1315655594276159488,56,18,340,9
1315475160452009984,207,49,1192,96
1314924901682339840,45,28,335,5
1314924901099278338,57,20,441,18
1314562512659120129,27,6,189,6
1314562511405035520,38,7,362,13
1314200144720654336,20,7,155,5
1314200124776763392,16,8,183,2
1312388186295984130,26,19,306,1
1312165469990789120,145,49,1042,43
1312025818223214594,26,10,185,2
1312025798543577088,21,6,161,1
1312025798073888776,22,13,166,8
1311663430227689472,16,4,188,0
1311663416923303936,60,111,650,20
1311301021486977026,40,33,373,116
1310576248435900416,38,14,350,7
1309851472029462528,40,3,233,6
1309851470959869954,31,13,273,6
1309492866767622144,37,83,361,14
1309489082817564674,27,8,196,0
1309126715881512961,37,24,286,4
1309126695488811008,13,3,185,3
1309126694696034310,9,1,138,3
1309126694146576387,22,3,237,4
1308764308260769794,65,85,515,16
1308764307832922114,25,5,185,2
1308095000325091328,25,23,270,2
1307314756760539138,35,30,300,6
1307314756567666688,43,20,286,6
1307011506681393152,78,35,549,25
1306987604517302274,112,31,966,36
1306956149560930306,37,20,369,16
1306952367708016648,50,33,433,11
1306952367351435270,29,45,365,8
1306698218000982021,42,7,270,2
1306690644388306949,32,7,200,10
1306590000008626176,38,80,310,6
1306589980668637187,94,71,605,37
1306589979943018498,24,9,199,1
1305870240820146176,13,11,162,1
1305506603509125120,95,13,768,15
1304778061615857667,45,45,329,15
1304778040136925185,33,4,259,6
1304415672563306496,41,45,330,7
1304057069969047552,30,11,260,7
1304053285813354497,89,177,760,36
1304053264858714113,27,4,238,2
1302241324758958081,53,29,410,14
1301878957537660928,30,14,304,8
1301878936926924801,90,79,768,43
1301878936448708611,23,4,191,5
1300791795509596161,34,23,243,2
1298255079300988932,26,19,218,2
1298255059302723585,53,119,522,18
1298255057511645184,25,3,233,2
1297892672569516032,272,473,1796,327
1297892671948824578,79,132,690,29
1297167894145642501,55,36,537,23
1296805506846269441,55,25,556,16
1296805506682703872,54,82,530,16
1296443139834679296,25,25,209,2
1296080730632658944,59,61,349,13
1294631199680466945,38,12,248,6
1294631178859880450,62,43,468,17
1294268791338270725,42,43,396,11
1294268790914588673,42,5,250,5
1293906425765335040,32,4,172,3
1293906403896238081,37,14,338,9
1292094485741080578,51,83,299,8
1292094464694128643,41,13,344,11
1291732076589387777,87,122,806,23
1289217373765918722,77,41,996,4
1289195361370742784,59,20,470,14
1289195361161154560,30,11,202,6
1289195360938729480,48,23,297,7
1288832975040380929,31,31,207,9
1288832973836623873,33,13,352,11
1288832973454925824,52,15,231,3
1288108223195570180,34,15,230,10
1288108197987983360,31,2,276,1
1288108197908115465,30,2,255,1
1287021034726658048,44,17,296,12
1287021034164584448,173,288,1479,127
1286707724777074689,325,233,2663,153
1286662427531259907,122,288,1120,96
1286658646265475072,47,54,350,18
1286296280126365699,27,10,191,6
1286296258852913158,36,14,300,7
1286296258827751424,73,17,482,11
1284125734567641091,53,41,319,9
1284121930963066880,40,37,266,18
1284121930895851521,84,18,576,17
1283759564396126216,45,99,343,17
1283759543005184000,44,19,251,12
1283397156825636866,50,12,270,4
1283397156116865024,40,13,293,7
1283397156091695106,45,10,416,14
1281947604033712129,145,133,1069,71
1281589077377253376,41,7,236,4
1281585236913127428,15,7,146,2
1281585215773773825,46,17,292,13
1281222849957638145,42,19,282,7
1280860440449486849,95,56,608,23
1279048527298076672,79,115,575,34
1278686134521024512,26,17,215,4
1278686113524301824,54,58,450,21
1278323725503512577,96,179,861,48
1277961340901097477,29,8,279,3
1277961338996887552,32,9,223,4
1277961337914773505,63,25,530,18
1277598949570994176,52,36,402,9
1277598949566812161,46,14,320,13
1277598949566799873,106,73,744,27
1276874174041128960,69,62,537,26
1276149401828933632,41,31,389,11
1275787010469507083,62,82,614,21
1275424624059301888,74,20,550,12
1275195613316091912,348,37,1358,104
1275064630373572608,25,14,176,4
1275062258335461376,31,22,238,8
1274699859111665670,82,14,448,8
1274337459267141634,79,39,583,31
1273661760793444352,56,64,524,12
1267452089824882689,68,46,537,19
1267452089539624961,86,34,532,13
1266727313842077707,128,153,939,40
1266368954118758404,97,183,748,37
1266364925812727811,91,62,680,21
1265640150589210626,115,41,761,21
1265281540944203776,269,558,2139,148
1264919200566579200,41,20,283,4
1263465823412289548,90,108,812,37
1263103435836198917,48,29,424,7
1263103435366252544,68,23,574,20
1261653887381053445,108,67,797,45
1261291495656751105,32,5,242,12
1261291495644110853,43,22,410,17
1261291495392522243,43,43,296,12
1260932918991437825,25,9,207,3
1260929108378173440,17,5,162,4
1260929107891650560,28,8,286,6
1259117169519943682,198,182,1420,109
1258803878914666499,36,11,225,3
1256580454871977984,75,98,620,17
1254043738336362497,128,146,971,41
1253681351699595264,47,14,371,8
1253360486760013830,47,29,272,23
1253318962550636550,74,36,432,22
1252238090573361152,65,21,409,13
1252235620321095682,44,7,291,6
1251507023822434306,142,54,931,42
1250782247713677312,52,14,337,11
1248970308893249539,197,115,1358,68
1248607924131254272,63,14,425,13
1248245555760750594,30,5,139,2
1248245534667636736,49,12,346,8
1247883146021879814,34,21,286,10
1246799760817819648,58,41,299,14
1246433592835739650,36,9,307,7
1246071228789665792,64,36,391,12
1246071213660819456,96,17,541,29
1243221271686643716,298,40,812,28
1243198524772225026,116,864,866,107
1243172104067039232,93,59,536,18
1242485098269868034,854,2954,3264,375
1242120664343089153,54,21,417,18
1241360163870826499,39,10,352,14
1241360163573043201,32,9,221,9
1241002152807608320,43,20,262,13
1240635391172063234,35,13,285,4
1240635389825744898,38,9,251,4
1240635388290633730,38,5,277,7
1239548224089796612,52,11,478,6
1238823470395465728,80,60,504,18
1238823449063239681,96,24,767,23
1238461066004365312,63,35,464,19
1238098678822449157,67,10,656,14
1237373918958301185,62,83,492,27
1236301833213218816,109,58,831,34
1235939451383230465,50,8,372,11
1235939451374837760,47,54,362,5
1235577057624682497,39,17,332,8
1235577057486221312,27,7,217,4
1234489893855862785,46,15,399,7
1233765119605297157,116,33,872,29
1233407958249283589,42,10,288,5
1233406508806889477,61,15,477,23
1233402731437740033,62,11,409,10
1233402730871435264,34,8,291,10
1231953202276454401,40,10,260,4
1231228406458613760,65,21,493,8
1231228405657546753,59,5,426,8
1230141261203591169,33,7,194,5
1230141243151323139,35,5,270,7
1230141242085904390,53,23,389,10
1229054077662830594,35,11,334,2
1229054076878573577,41,10,289,5
1229054076442284034,46,6,355,11
1228710814762315777,175,354,1670,61
1228695489912152065,22,17,235,13
1228691689184858112,53,15,320,7
1228691688706781184,30,4,205,4
1228691687846875136,27,2,228,5
1228329302762180608,40,8,286,5
1228329302644678656,28,0,192,6
1227970705595281415,56,9,402,10
1227966914137382914,73,90,616,18
1227966914011500545,46,16,304,8
1227966914011463681,27,1,148,2
1227966913059397633,23,2,145,3
1227604526473105410,33,18,229,7
1227604524849864704,75,7,588,16
1226879769645547521,48,20,327,10
1226154974150889472,59,12,361,5
1226154974033387521,106,328,1038,43
1226154973433663489,68,150,625,36
1225792586750754816,95,84,797,34
1225792585421262853,19,6,182,1
1225436980298821633,63,35,451,12
1225430220213248001,28,8,267,3
1223627087501832192,22,11,145,1
1223618278796427266,27,3,195,4
1223618278553260034,27,8,204,4
1223618258047262720,32,9,259,7
1223618257934077952,52,6,449,8
1223255891836882944,30,8,202,1
1223255870387236865,30,2,241,7
1222893483188310017,45,12,388,10
1222893481904857089,41,10,481,21
1221081564550922245,19,8,202,1
1221081544594534406,68,24,560,15
1221081543634038791,39,4,293,9
1221081543633965059,29,1,196,1
1220758049868197890,26,9,191,4
1219994400652251136,28,4,205,3
1219994379294777344,85,12,612,29
1219633556407930880,67,10,481,4
1219633496861421573,60,27,445,10
1218548856054603776,84,36,543,9
1218544827471749120,34,8,257,6
1218182439765528576,39,7,286,6
1217823833396338690,52,9,444,14
1217820054525501441,66,17,560,33
1217458670054846464,38,14,317,9
1217457663736414209,29,12,209,6
1216956864564465665,39,10,210,2
1216008117835698179,57,17,393,9
1215645725738110976,82,18,576,30
1215645724764987398,38,10,226,4
1215283358625947650,45,20,295,7
1213109009751969792,71,42,539,21
1212746622385446912,48,25,442,15
1211659480397762568,69,16,417,10
1210934684621910018,32,7,263,8
1210934684139556865,51,10,368,30
1210934683963416578,30,4,312,12
1210934683061641217,66,95,587,21
1210572295267323904,86,19,608,33
1210209928301953024,31,6,255,0
1210002541158813702,41,30,366,9
1209122743322644480,111,84,627,28
1208397968992296960,48,14,508,6
1208397968010883072,27,9,270,9
1208397967402717185,21,2,210,9
1208039631859671041,95,124,626,31
1207673213196611591,26,13,187,2
1207673192665538566,34,3,297,5
1207673192443252737,95,40,748,42
1205861253593350146,101,166,676,22
1205502661107298304,61,109,302,31
1205498885327802369,34,5,186,5
1205140254367334406,37,11,241,9
1205136499416739844,23,8,145,2
1205136498045194241,25,3,162,4
1205136477430136833,148,7,735,68
1204411701212405760,93,42,731,25
1204049312621191168,62,22,386,6
1204049312289824768,28,3,260,13
1203343433873666049,23,19,106,2
1203339658807132161,41,30,245,8
1203324542376185856,41,15,293,6
1203324542271328256,34,29,253,2
1203324541696655360,55,45,363,9
1202962177159811073,122,32,598,32
1202962157291409408,45,8,255,4
1202962156645441548,34,2,201,3
1202608240892293124,28,6,158,1
1202599783057285121,33,16,230,11
1202599782843375616,22,1,128,1
1201874987344367616,80,15,547,24
1201512598426079235,60,11,343,10
1201512597977227265,34,4,164,5
1201512597348065281,68,6,520,7
1200787844723294208,64,41,447,17
1200787843314044932,36,3,189,2
1200787822858428418,38,5,253,6
1200429210860478466,38,1,191,1
1200425436771213312,76,17,476,10
1199709719960662018,60,17,255,7
1199706974822240256,31,9,143,2
1199015142786240513,46,12,253,3
1198251108201910272,593,131,1671,74
1198251106771591169,97,23,726,26
1197892496422031360,58,18,394,39
1197888742436098048,127,39,837,26
1195718419129282560,228,224,1761,63
1195352006434660354,123,17,688,31
1195352006178816002,87,89,557,28
1195352005369311234,44,5,256,8
1195352005159636992,32,6,190,8
1195352004656291840,39,2,290,4
1194989640178163717,37,27,217,8
1194989638211031040,26,0,141,2
1194989616937553921,32,0,205,7
1193902453411975170,62,62,392,12
1193902453051338753,36,4,217,9
1193902452812197888,58,7,449,14
1193177677185867778,113,37,914,32
1193177676644802560,37,6,257,4
1192819065515134977,17,2,121,0
1192815315975102466,39,4,198,3
1192504104016371712,82,13,333,9
1192452923466366982,65,6,354,10
1191728126931406851,58,11,479,5
1191728126256205825,82,8,512,21
1190629909753937921,24,7,121,4
1190629888497274886,51,28,437,20
1190625884388114434,60,4,270,5
1190625863047503873,44,2,318,4
1190625862749687808,81,36,536,18
1190267252853133318,52,19,307,9
1190263475517427713,85,13,581,32
1189901087253372929,179,29,1432,36
1189901086884352000,55,4,440,11
1189176312122040320,63,16,490,15
1188863132141268994,27,25,227,4
1188451535434534914,44,8,303,9
1188089149133377537,83,85,641,28
1188089149124947969,31,3,209,1
1187759106624544768,24,4,125,3
1187726781543047170,24,14,137,6
1187726759996866560,70,20,412,14
1187364377894232064,102,30,631,36
1187001999767805953,48,11,277,6
1186795668024840192,35,11,157,1
1186642856057987072,49,8,285,5
1185552434090958849,63,20,411,10
1185220266370174977,27,5,216,4
1184827679142535176,75,62,465,20
1184515819256066048,102,34,516,18
1182657355521114113,222,234,1889,57
1182657353260384258,79,68,599,7
1182309820269023232,70,12,420,12
1182294990342574080,54,113,375,10
1182294759504785408,8,4,74,1
1182290944160337920,75,10,444,12
1181929004468584455,19,8,151,0
1181928858515202050,41,32,311,6
1180479003620249600,114,22,864,22
1180116615880478721,94,20,620,16
1179764817688748033,44,14,285,14
1179759271665438720,43,3,237,8
1177942309276700673,23,17,119,6
1177942308085518337,99,44,601,25
1177942287294308352,55,11,389,14
1177579920316346369,15,3,122,0
1177579901911740418,41,16,314,11
1177257643683057665,30,5,181,5
1177221309174038529,37,0,195,2
1177217532719173632,36,6,225,6
1176855144300011523,62,16,418,16
1176855125148786688,75,9,613,5
1175405593965805569,93,35,625,23
1174680817425145857,94,14,678,14
1174318408453820416,115,63,663,52
1172868878541709313,32,7,160,1
1172868859235381248,51,41,341,7
1172868857943470081,134,23,998,22
1172506491007451138,64,20,335,18
1172506490357342208,41,11,184,2
1172148114226143232,94,368,617,52
1170739849583890434,47,19,358,10
1170332162790449152,25,1,141,1
1170332141898686464,157,11,877,29
1170332141827350529,16,1,124,1
1169969775101054981,31,9,208,0
1169607368260423680,98,28,694,51
1167795427434999808,179,70,1220,51
1167795427292471296,86,11,576,18
1167070672973127682,39,3,150,6
1167070672637632512,42,6,303,5
1166708284910428160,23,14,196,4
1165286394803249153,104,15,615,23
1164900102831579137,63,8,396,19
1164896345699827712,167,19,924,42
1164570653158203392,58,15,215,3
1163809161379024897,134,18,1142,31
1163809160590516224,24,1,212,0
1162726002495283200,165,79,1076,33
1162001023386472448,77,12,396,15
1161634855744147456,63,24,445,11
1160910059393769472,135,49,998,57
1160185303639851010,153,79,668,65
1160185282555195392,84,17,739,16
1159826669684842497,20,5,139,0
1159822915845656577,26,2,154,4
1159822915329830912,41,4,237,1
1159215140006440961,78,48,503,35
1157305054396866561,33,19,129,2
1157286181320699904,108,23,642,38
1156942669995749377,74,24,367,15
1156923817232650242,29,3,135,7
1156923814049124352,151,37,752,35
1155118169708748800,24,8,144,1
1155113110484729856,88,26,642,9
1155111875211870210,78,13,558,18
1155111873836146688,52,49,333,13
1154758461839876096,47,6,265,7
1154749485173673984,25,4,175,4
1154398423195537408,31,7,262,3
1154387097173856257,64,19,407,5
1154024710449127424,80,16,552,13
1152580406379765763,139,163,968,34
1152575159339012097,53,20,344,14
1152212770181591041,27,4,150,8
1152212769644699648,60,7,257,9
1152212748547350528,74,6,418,14
1151850385683996672,52,9,288,5
1150782072048541696,36,21,169,5
1150038422331039745,53,13,431,12
1150038421773193216,44,5,331,14
1150038421659881473,91,16,683,12
1150038421592858624,31,1,197,4
1149676055436779526,75,7,458,9
1149676054308696065,93,50,643,19
1149676033907445760,58,5,444,17
1149319958448562177,44,7,252,4
1149318701486891008,45,23,227,9
1148966360107704320,99,12,557,21
1147930535311884292,123,51,716,12
1147501728989896706,79,32,673,17
1147501728272670720,20,8,139,6
1146414542970413057,51,180,439,16
1145721930533789697,38,302,227,19
1145689768199630849,53,92,387,16
1145689766861651968,46,51,370,11
1144964992149729280,101,81,711,18
1144602625809309701,32,21,233,2
1144240238828670976,115,24,546,32
1144240238488932354,54,12,269,7
1144240237880762370,49,18,338,14
1143877850170318856,86,26,428,16
1143877849390223361,24,10,179,3
1143153073591918592,54,42,350,6
1142428298322042880,113,24,714,20
1142428297713856517,14,4,152,1
1142428276788531201,35,4,272,9
1142069686848434179,25,6,123,5
1142065917414846464,37,18,242,8
1142065910347444224,31,2,144,4
1142065910116753409,13,2,97,0
1141853604531331072,179,39,514,110
1141724101125529601,37,12,185,6
1141341113011318784,141,45,1023,29
1140616337821188096,60,19,434,15
1139891582864363520,49,16,262,5
1139891582755364865,15,4,114,4
1139891564006785026,133,26,988,18
1139891562459086848,34,7,258,11
1139614009492221952,40,9,222,5
1139532950444412928,52,56,372,20
1139529195305017344,39,20,232,12
1139166807238086656,32,14,238,4
1138808427826896899,1004,149,3281,199
1138121331055239168,1925,905,7213,577
1138085179912806401,36,18,267,3
1137743657669451776,67,20,289,6
1137358789944971264,58,45,359,14
1137358645304446976,31,13,195,6
1137354868061085696,43,5,231,8
1137354847429283841,245,24,1575,51
1136992481629876225,32,13,175,11
1136992463418220544,46,6,309,11
1135185018932944896,122,75,694,21
1134822404180631558,67,45,367,19
1134818152607621121,56,14,315,31
1134818132080627712,40,5,364,8
1134818131325652992,36,4,270,7
1134818130910486528,34,4,226,4
1134455743543939072,55,12,448,12
1134100926933950464,55,64,335,11
1134093628622745601,60,51,389,13
1134093376578568192,33,2,172,5
1134093366407417856,29,1,210,3
1133730967728852992,98,57,717,21
1133368603166892032,71,11,415,17
1133368579527774209,89,16,613,25
1132281439423279104,48,15,274,2
1132281438668300288,53,55,444,17
1132281416828506113,15,5,174,2
1131924067861377025,136,39,547,66
1131919051431862273,41,8,263,9
1131919050018312200,28,4,137,3
1131919049607327745,23,2,115,2
1131919029625655297,45,8,296,8
1131556643722997765,57,18,332,12
1131556640560472069,50,3,367,9
1131344745526124544,85,46,544,18
1131194253340753924,115,10,752,31
1130831886987747330,40,8,265,2
1129744724498243585,104,11,585,18
1129744703656738821,50,7,426,18
1129744701916155908,45,4,363,8
1129386089968484353,73,125,450,39
1129382335512813570,33,5,161,6
1129382335051390978,34,12,152,5
1129382315883417600,19,3,175,3
1129382313656238080,40,0,296,10
1129019948175646721,28,5,117,4
1129019928118538240,29,3,197,7
1129019927082536960,29,5,230,8
1129019926646337536,68,9,369,13
1128662570406223873,67,10,580,16
1128295150420152325,107,131,760,40
1126936690856267776,197,370,991,30
1126845599528226817,21,8,141,2
1126845598206918657,45,5,274,14
1126845598072758272,83,17,593,17
1126590617067360256,21,9,172,2
1126483233766506502,33,12,262,5
1126120845318004736,41,11,199,7
1125764727030915072,362,127,2136,334
1125758434769551361,59,12,401,17
1124671271193731072,167,61,1018,38
1124308904358313985,27,7,138,0
1124308903632756737,28,4,180,3
1124308884020187137,52,7,375,7
1123946517516169223,57,4,426,9
1123946517256187905,30,5,183,2
1123221720448622592,61,11,360,7
1122134577622016005,54,31,315,4
1122134557132828674,65,14,394,14
1121791414809923585,124,66,859,21
1121772189223739397,39,5,236,8
1121409780294344708,48,10,363,10
1121409779925180416,61,19,430,10
1120322638960824321,91,31,526,10
1119597863548411905,23,6,142,4
1119597840194519040,74,102,547,15
1119299626505519109,28,7,157,1
1119235452660264960,78,11,417,13
1119235452429582337,114,11,586,24
1118873085988560897,41,9,291,7
1118148289155805191,86,21,508,16
1117785922404331523,32,9,195,5
1117061148501737472,103,70,471,11
1117061147285491712,37,2,225,5
1116698759763779586,29,3,186,7
1116698739350089729,60,113,346,15
1116698738368622592,176,13,1185,48
1116336351987863553,95,11,535,33
1114524411569278978,84,20,560,24
1114524411225366530,47,4,290,7
1114195998119690245,68,38,413,3
1114162023712075776,64,18,303,12
1114162022374096897,54,4,329,10
1113803846596399105,43,4,317,9
1111987716496019456,72,16,409,12
1111987695444738048,171,9,1225,34
1111819083958366208,37,53,245,15
1111818832979677189,187,65,1175,40
1111653606216949760,72,11,489,4
1111262919587704832,54,1,340,2
1110919427325919232,197,38,1220,46
1109455007349436416,55,11,309,10
1109455006623772672,36,22,237,2
1109450979890659329,71,16,464,11
1395003734984478732,3,4,35,2
1394654212638879748,29,34,142,6
1394276520546508801,9,22,79,1
1392857854986625027,18,94,126,5
1392833316739592193,5,9,47,0
1392833078054240258,5,6,55,1
1392832629683150850,11,22,84,1
1392498553029857280,30,54,161,6
1392475952224083971,15,24,110,7
1392117841298608128,11,18,76,0
1391708493141487617,19,38,115,4
1384622780138680327,763,554,4550,85
1384054404093911042,2775,219,11933,489
1382665138667393036,122,52,553,54
1382302697219571717,29,26,214,4
1372518145265655808,58,204,328,29
