tweet_id,retweet_count,reply_count,like_count,quote_count
927747437246205957,4,0,13,0
927551161082658818,3,0,6,0
927279358896570369,3,0,7,0
927181220504416256,2,0,8,0
926962273129709568,4,0,8,0
926962270294249473,12,0,27,0
926565921665179648,6,0,31,2
926501734272270339,14,5,156,0
926428711313903617,4,0,11,0
925916632043552769,8,0,13,0
925372812122116096,4,0,16,0
924803061792378880,4,1,19,0
923911830786932736,6,1,19,0
923304178188996610,3,1,17,0
922987324027363329,3,0,14,1
922624936103104512,2,0,19,0
921737864941096960,8,0,54,3
921406919482281985,8,1,42,5
920620478368120833,81,22,184,8
920477031133048837,2,1,18,0
920088225053470720,10,5,87,2
919974989276655617,3,0,15,0
919567555672641539,3,0,29,0
919194444695572482,5,0,10,0
919017556882595840,2,0,8,0
918456696288239616,3,0,15,0
917932788195647488,4,0,19,0
917784619637968898,2,0,2,0
917783798556839936,9,1,17,3
917436487502909440,4,0,9,0
917072104003997696,4,2,10,0
916710015481892865,3,0,45,0
916649337861545984,2,0,10,0
916354898714796032,0,0,11,0
916075544763969536,1,1,18,0
915933113196453888,2,0,12,0
915681960860807173,3,0,21,0
915246252039852033,3,0,18,0
913923864882700294,3,0,15,0
913795536636936192,0,0,12,0
913423132215726080,1,0,13,0
913054956520972288,5,4,28,0
912720851128041472,2,0,20,0
911572912812982272,1,1,5,0
911572749277188096,3,1,9,0
911570466023858176,3,0,6,0
911228606382194688,8,2,31,0
911009658948665346,4,1,27,0
910882727624396801,2,0,18,0
910601134041157632,1,0,15,1
909820317996015616,2,0,18,0
908797598823104514,1,0,16,0
908751545084325893,3,2,38,1
908118114025447424,5,1,31,1
908042150440468482,0,0,15,0
907347925499629568,3,0,12,0
906228623580864512,1,0,16,0
905899648849780737,1,0,13,0
905848009661046784,0,1,22,0
905459324453101569,3,1,24,1
903312341957316609,6,1,60,1
903077381648285696,2,0,12,0
903060994632671234,2,1,16,0
903054668099616768,2,0,23,2
903014501557010433,1,0,10,0
902954086789562368,2,0,9,0
902922166072745984,3,0,16,0
902658888633389058,2,0,19,0
902574594510524416,5,0,23,0
901609433897328640,2,0,18,0
901564084512071680,3,1,28,0
901182851361771520,2,0,10,0
901134597886361605,1,1,12,0
901129865432358913,4,0,18,0
900783840721022978,4,0,13,0
900341884433846274,1,0,12,0
900070366751674368,0,0,18,0
899269807467511810,6,2,45,3
898604769568329728,0,0,15,0
898162174169927683,6,0,23,1
897835352479588354,62,7,19,3
897797596470575105,5,0,29,1
897126991521955843,0,0,16,0
896896712509411328,16,0,70,0
896464513058263040,6,0,32,0
896136673397940225,3,0,14,1
896128832574414849,3,1,31,0
895434544328744960,2,0,14,0
894709758925578240,0,0,14,0
894603377165955076,0,0,20,0
893941997853171714,21,0,58,3
893474017801326592,13,1,47,0
893162142500782082,1,0,10,0
892800281154650117,4,1,27,1
892458206634618880,4,4,29,1
892025573354070016,1,1,13,1
890964185978462212,7,0,32,0
889998728450277382,8,0,41,2
889838170816360448,2,0,8,0
888745475003658241,5,1,22,0
888471660638208000,9,3,37,1
888062634733555712,5,0,26,0
887687786517729280,2,0,8,1
887393208753192960,10,1,63,3
887031954461401088,2,0,9,0
886238964922818561,5,3,17,2
885907199163334656,4,1,54,1
885622009706811392,3,0,12,0
885484977844047872,5,0,16,0
885295232404701185,1,0,20,0
884915492716249088,0,0,10,0
884849391525392388,3,0,18,0
884797578461814789,6,0,43,2
884487680217812992,4,1,17,0
883437979246575616,4,0,12,0
883359029917085697,5,1,17,0
882758516401782784,14,0,63,0
882728320705503232,10,2,29,0
1395472360430477313,49,25,615,3
1395393974085509129,7,11,80,1
1395045726615265281,3,3,27,0
1395042361260994561,3,0,36,0
1395038426500636677,16,4,124,2
1395016885113085952,0,0,16,0
1395016882537865217,29,6,171,17
1394654913863507970,2,2,28,0
1394654910961102851,56,34,337,99
1393210390486659074,15,100,108,4
1392842141542584323,3,4,93,6
1391755254711062528,20,5,202,12
1388838752865431553,217,24,4914,8
1387437671199363078,64,24,483,6
1386995253228490752,8,0,74,0
1385233633359933445,37,7,285,13
1383060997162799109,24,8,150,1
1380158908484964359,15,15,109,0
1379815152661434371,37,11,376,4
1379464009284513798,18,6,100,1
1379422406419304451,2,2,41,0
1377622272748425225,30,8,179,2
1377259395302760457,21,10,226,12
1375136762155167747,59,9,311,18
1375085113420218369,6,2,81,2
1374422109552668674,7,1,46,1
1374073437686272009,25,4,174,5
1373999723573563394,24,5,282,10
1370389126273437697,20,5,150,9
1366765262423416842,20,4,141,3
1362908345527660554,277,26,885,12
1362416597583994885,32,5,216,3
1359879901151690759,24,3,171,2
1358792724049256455,25,2,136,12
1354806474925477895,24,0,170,2
1353721696793079810,49,14,310,30
1352345950111608836,27,6,212,13
1352254638125412354,56,16,245,7
1351674224444919812,17,4,181,1
1350820246282764289,13,2,122,2
1350089598320435201,7,8,72,6
1349731341667995649,18,6,175,1
1349373505700311041,13,3,127,6
1348647088125599749,38,7,340,14
1344690759598043137,3,4,59,1
1341398230760906752,0,0,14,0
1341398228852477959,1,1,46,0
1339590723524468745,58,2,343,13
1339228990842789888,4,1,55,2
1337060332213252097,7,1,79,2
1336687083566604288,17,4,140,5
1335961229748219907,6,3,67,0
1335237523094769672,37,79,556,45
1334515551356522498,18,3,139,8
1333431136396173312,15,1,71,2
1331251235165507587,11,5,121,2
1330893510963245058,6,1,88,1
1330586792521846785,8,1,104,5
1328717345678880768,23,12,200,11
1327984084958785537,8,0,97,0
1326903558298603523,9,2,88,1
1325906415207198720,3,0,65,1
1325468363745792001,490,68,6474,200
1325097861898526722,0,0,20,0
1325097852935266306,14,3,76,0
1324728467066421250,13,1,91,2
1323634267042287618,10,0,88,0
1323278731016916994,9,0,51,1
1322963279455657987,2,0,13,0
1322963278583181313,1,1,18,0
1322963277480108035,2,1,51,0
1321568843387555842,8,1,69,1
1321089667731722240,16,2,127,10
1320797168001757184,8,1,55,1
1320742130164420609,29,2,156,4
1320007583046971393,11,1,98,1
1318973302359154691,23,4,170,1
1318915020646998017,7,0,73,3
1318197816142057473,12,2,52,1
1317827814045982720,88,8,438,22
1317214867133239307,18,3,158,2
1317106301395226624,14,12,122,2
1316741236439613443,21,5,130,7
1316016106255994880,13,5,142,1
1315712605575671808,20,2,130,1
1315291136014061569,15,9,142,1
1314928854214025218,14,4,84,2
1314566410601926658,14,3,65,3
1314205443812519937,12,9,66,0
1312754808282058752,19,9,161,14
1312399679871766528,1,0,8,0
1312399678621863938,8,1,65,0
1312031698788417536,15,0,31,1
1312031621516795911,126,3,192,0
1312025933746970625,14,1,35,0
1312025931767336960,212,2,477,21
1310583675906600962,1408,75,9790,117
1308427432882515969,23,10,93,0
1307309538593443844,21,3,272,1
1306941077073678336,91,55,758,17
1306307534928707587,21,1,127,4
1306232069941534720,82,37,391,31
1305951759416909826,6,0,29,0
1305570267369025540,20,2,74,1
1305144588882059265,21,8,196,4
1304896224194179074,26,0,89,0
1301520753221869571,71,14,401,14
1299363146730213377,95,5,333,7
1296454410516799488,35,6,168,5
1296086194644815873,36,2,243,9
1294273039627096064,35,7,188,4
1293910610069995527,40,2,187,4
1291743283077615616,12,1,110,4
1289617286115069952,22,9,122,2
1288554770257633280,22,3,123,3
1286306163986960384,74,16,333,13
1286286306952253448,20,6,92,6
1285949389173923840,25,2,161,9
1280849253305384966,646,37,2110,135
1269977816935936002,142,19,624,48
1268935875695706113,212,54,844,28
1266510685481172992,140,8,585,7
1266053945170018304,5,8,43,3
1266053915830882304,8,8,37,6
1266053382994829312,37,47,181,30
1262028191331483649,14,3,112,3
1262027754633035776,30,11,143,1
1261329226839572482,8,1,66,0
1261328894118027267,192,17,762,65
1261328516555120640,26,3,195,5
1259122566033276929,11,2,132,1
1259122444759154689,19,1,140,1
1258414967843442691,12,4,80,1
1258414455093952513,87,7,481,22
1258056396492472320,13,3,150,4
1258056195589488641,78,7,467,5
1257668983475580939,17,2,117,4
1257668831524388864,59,4,364,5
1256227931019501570,68,11,333,9
1253335651027529729,192,15,591,7
1252648239058345986,14,1,70,1
1252647940356821002,32,4,146,0
1252647838707843077,91,14,498,19
1252331737067241473,26,2,152,3
1250877724828319746,12,3,48,0
1250876782624071687,41,3,187,2
1244971730139037697,91,13,316,10
1241885150880940034,161,17,1000,18
1239269884091039744,202,7,658,15
1238238692176781312,87,6,437,31
1237468861534011398,167,25,817,52
1237440776025640965,42,2,189,7
1237054495236001794,42,4,293,1
1235732447075024896,88,14,424,23
1234131781697310726,41,6,223,1
1233769525331533824,27,0,196,6
1233406971254132737,28,1,216,5
1233180463189176323,31,0,145,0
1233044536533901313,37,8,218,3
1232682167899213829,22,1,171,0
1232319781669392390,26,3,221,3
1231996582075273216,31,4,167,0
1231961328744570880,9,0,80,0
1230170910860206080,15,4,83,2
1230168838349742081,10,1,59,1
1230145547274772486,26,2,173,2
1229872036337635335,10,0,73,0
1229870884275589122,8,0,40,1
1229784094143369216,34,4,175,0
1229058295178153989,39,3,260,5
1228455704098430976,31,0,127,0
1227971153626615808,76,5,319,11
1225796887632109568,26,3,120,4
1225570253331144704,32,1,147,2
1225087129161781248,41,0,198,3
1224362416005353472,18,1,94,1
1224105541863165953,58,5,303,15
1224000033529434113,24,2,122,1
1223622571549233155,22,2,141,2
1223350679269449729,9,0,73,0
1223260070156390403,20,2,118,0
1223033473671319552,19,2,159,6
1222988275792719888,26,2,206,3
1222897629283016706,30,5,192,3
1222164031580098560,22,2,244,1
1221448130182422528,35,6,200,3
1221086052590477312,29,1,177,3
1220496964233650176,43,2,208,11
1219998521409069056,9,0,82,2
1218186655603023874,189,25,873,61
1217960148347555840,71,6,340,22
1217461974293938176,106,8,450,16
1217170282726797312,80,8,398,16
1216737036905873415,129,22,675,32
1216012338266099713,78,3,383,9
1215740518593896448,43,5,256,2
1215649862668161031,28,2,151,4
1215296192512479232,96,4,424,14
1214306054567321600,10,0,85,1
1212886608590069767,40,5,216,4
1212025963850149889,15,0,88,0
1211663571895107585,19,2,93,0
1211301177570275329,16,0,85,2
1210938839046463488,28,1,118,0
1210213934449483786,17,3,109,1
1209489265538654208,50,4,271,7
1208764602357559296,15,1,77,1
1208402218774388739,63,6,315,13
1208402190433443841,12,0,71,0
1207677384444526595,68,4,236,7
1206967624288092161,18,1,163,2
1206227847423111168,27,5,154,4
1205865489093795841,19,1,136,3
1205503035901988865,17,2,180,6
1205140613739536389,28,1,176,3
1204778230814826497,49,4,270,3
1204415859097079808,12,2,94,2
1204053437006176256,24,4,133,1
1203691112331927552,9,2,152,9
1203328780720320512,27,4,212,5
1203117678568837120,33,3,189,1
1202966346499317760,33,1,206,3
1202679472719306752,45,6,278,11
1202630893673877508,9,0,57,0
1197892994004848640,61,12,282,17
1197530460093603848,59,2,263,5
1196444712376209409,40,6,227,3
1195159500455587840,32,2,195,12
1194993488762298370,39,1,203,6
1190267299472625667,81,22,321,32
1187806092757094401,23,5,131,2
1187368186926137344,54,5,260,5
1186281195467751424,81,4,263,36
1186265938900877313,66,3,289,8
1185556264949936130,69,19,359,13
1184470062687670273,50,5,261,8
1183827578152374272,29,2,173,1
1183022265820073985,41,8,282,14
1182006606441009152,36,3,177,8
1179760522775777280,75,8,315,21
1177228850268270592,46,1,236,3
1169623985610354688,27,3,179,6
1168894435356225538,90,5,439,39
1168161600521433088,5,2,87,1
1167087015252283392,39,3,208,9
1164911907498876929,28,4,180,6
1164545939958145029,70,4,292,24
1164196468149723138,67,11,309,10
1163831557355970562,16,9,136,2
1163520691360190465,25,3,171,3
1159464324349304838,26,10,135,2
1157652400158564353,29,3,172,5
1157290011273748480,206,14,738,73
1156950356191875072,71,5,339,10
1154764088221818880,18,5,117,1
1149687380497985541,31,8,232,10
1149327292801388544,43,11,339,9
1148606627798556672,71,13,417,28
1148228836515037184,50,8,456,5
1147688667558895620,65,6,376,5
1145682143747555329,590,44,5317,114
1143961387380748289,269,31,1659,69
1141719558853660672,45,6,201,15
1140648836941012993,87,6,414,30
1139274559193059338,148,18,519,31
1135592008561520649,64,6,301,11
1125401363775672320,101,2218,376,621
1118622968064557056,127,18,402,47
1118622458888671233,193,56,738,73
1114530160626290688,10,3,114,3
1109092742498582528,36,2,191,6
1104401800680140800,22,5,100,1
1099331583746682880,577,25,4835,96
1098958026059538432,18,3,178,4
1095344319505068032,93,10,289,37
1092436652222545920,19,0,123,4
1091741110135934976,46,6,249,11
1090291639183200256,59,5,259,14
1086723365530939403,30,3,132,2
1085905632232988673,14,4,97,1
1085201618637897728,33,6,169,6
1084108213962883072,17,2,81,0
1083853812480294912,11,7,58,0
1083740756131614720,30,2,112,5
1081210788134731776,65,5,270,12
1075043907635941377,14,3,105,3
1074697119532023808,22,1,158,3
1073234233395765249,12,2,90,0
1071425059737296897,9,2,82,2
1070698788694573061,53,3,216,14
1068142627378335745,382,12,859,13
1067079709689819137,12,0,86,1
1064896648524910592,23,5,131,2
1063476802977316870,230,16,904,33
1063086205900873728,16,0,112,3
1062723884594683904,70,5,303,9
1060601978122854400,33,6,203,6
1060590362111197184,9,2,60,3
1059472218428727297,26,2,115,5
1056924516318883842,106,9,445,28
1055898491120050176,442,10,1866,29
1055828299191148544,57,11,274,11
1055120390459142144,9,2,45,1
1053381831268200448,32,3,163,9
1053281226306609152,45,3,126,3
1052200504208580608,69,9,321,11
1050740969421905925,23,2,163,4
1050402276689494016,95,6,345,13
1047859668293505026,37,9,261,11
1047487095554658304,174,121,902,41
1045320540892909568,24,2,129,3
1044968666301964293,108,14,472,47
1044943617981403136,55,3,156,5
1044588956459954176,29,2,170,3
1042779047359668226,105,6,373,28
1042461340063989763,21,1,107,4
1042059608393756672,35,1,271,16
1040366864843649024,10,3,68,1
1038159078093148162,7,4,61,2
1037715783349100544,105,9,435,13
1034817151381712896,43,8,277,7
1030116887282233345,197,26,628,109
1029801049794723842,102,18,450,35
1029418915879944198,127,26,499,63
1012355404347641856,2040,143,3613,326
1004073725371830273,369,37,1124,79
1002563671036440576,63,11,310,2
999703122099474432,64,12,353,15
997114850231828482,55,2,301,4
991709046871920640,400,32,960,22
991331804849233925,100,14,410,9
989504397322301440,65,16,370,22
989142004205469696,104,7,485,16
988779616595722240,71,2,382,9
988491760262352896,47,8,257,6
985201044455022593,146,8,649,23
984849985912147973,178,10,603,41
981894307765350400,18,1,92,1
979419901701050368,53,6,249,12
969588150082322432,23,2,102,2
969225625738383361,47,3,203,7
968863422233358337,42,2,151,2
968532776529088513,138,6,518,17
964470691499257856,81,8,236,8
959426670888353793,257,10,888,31
959154393235927040,63,3,134,3
959087710139904000,57,2,175,1
959056049646030849,76,4,301,4
958701410559787010,2746,46,7677,116
958339027647672320,32,2,123,1
957989417863479296,57,5,217,5
956542181535199232,40,8,218,5
955812924056010753,46,1,212,3
955787441662705664,84,7,395,16
954051366888058880,11,8,68,1
954038238527795200,4,4,50,0
954014452688543744,75,5,264,8
953643097296068609,80,5,448,19
953280707211620352,159,2,586,29
952973201642065920,159,6,577,26
949400666375708672,27,4,83,0
946477027766521856,33,4,179,4
943858602044993536,99,7,410,14
943496261256302594,33,3,127,1
943127300337491968,333,19,830,8
942050190227210240,90,8,428,20
941321898847113218,56,7,161,13
941062493966827520,36,2,148,7
940235590624145408,42,3,138,3
938060393859178496,87,11,343,13
935931659710590978,43,3,111,1
935514766805749761,58,5,236,4
934145685687029763,65,3,272,14
933747552628899841,74,2,349,13
932608225480007680,63,4,332,6
928993534375485440,674,50,2656,36
926087587390992384,82,11,354,16
926071416558112768,170,7,503,30
925724369665458178,186,16,574,15
924687819909488642,57,4,371,1
924315541510033408,24,0,114,2
920692465702600705,76,7,227,8
920328262164807681,59,3,182,4
920288837284360192,40,0,85,3
919925718930292737,369,25,1188,84
913402953570050050,66,5,211,3
912723231164866560,104,1,294,2
912384408182591488,17,0,65,1
912317524452061185,46,2,179,3
911593754850607104,456,24,1789,12
911311978282467329,16,1,64,0
911230866235338752,72,3,315,6
910992038476242945,484,18,1316,16
910985748848848898,83,0,247,3
910971901673009152,14,1,70,0
910956805093814272,7,1,59,0
910941712247386112,66,1,154,0
910927357917020160,98,5,290,3
910909054263771136,27,1,80,1
910662955405938688,258,11,542,2
910607269842132993,311,6,641,17
910299407236472832,233,4,531,7
910240299519156226,124,0,234,3
910200327873236992,52,2,152,1
908737222907641857,44,1,168,5
908452235436335104,76,13,1064,1
908004004747141120,41,2,152,2
906583600073777152,226,34,2003,20
906519562534789121,24,1,111,1
906230028165201920,11,0,67,0
906157198333493248,34,1,239,3
905848048504381440,37,1,272,4
905503452645781504,115,3,819,24
905226931154558977,83,14,625,13
905189339029581824,35,3,200,2
905112977845641216,325,47,2938,31
904711672631181312,43,2,238,3
904710141982818304,264,10,1385,73
904706135826894849,243,12,1357,49
904075474103447553,304,37,2379,43
904057459781730304,62,6,240,7
903258094737670144,213,23,1334,17
902209413779480577,171,15,387,9
900800851970752512,26,4,155,0
900736969986015233,18,1,113,1
899574053555421185,33,3,151,0
898568623505068033,14700,502,14235,871
898530736629743616,26,2,183,0
897428165689200640,54,6,248,6
893473621334573056,99,15,456,16
893115889012408322,56,9,362,8
893109223692750849,366,32,1454,50
892746315322474498,126,12,484,23
892384936912592899,176,16,598,25
892082027553542144,22,2,81,2
891301812979908608,78,17,874,26
890616123447812096,48,2,186,5
890599923934044160,32,3,170,4
890544067741757441,581,63,6330,74
890390659806498818,51,6,250,1
890211368808235009,432,32,4953,62
889903849707679746,315,31,4250,34
889841173384151040,243,16,1477,10
889485583298330626,718,70,3010,134
885499365619625984,80,50,471,26
885496055646875649,145,29,570,23
884472559906848771,3993,41,11062,186
881150654529511424,109,8,295,20
880787511840194561,35,4,131,1
880426380252520450,62,3,206,5
873978797984534528,114,2,646,3
873917518158626817,70,8,407,2
872810974583037953,70,2,198,3
872116130956967937,161,5,419,6
871013860374855680,603,27,1366,218
870312759052783616,91,7,217,20
857625089088552960,133,13,406,20
843475917443743744,108,3,266,5
843098175468593152,745,39,3354,54
842358059808706560,39,2,149,1
842010499336232960,71,3,278,5
841331041491075072,38,0,136,0
840983480368431104,147,7,324,4
840605762162376704,112,3,379,8
840258209575194624,152,1,502,12
839853051208843264,317,33,656,62
838799610424369152,20,3,99,5
838421868612706304,48,2,160,5
838073058862620672,21,1,92,2
837767554856714240,49,1,155,2
837693562783313920,62,0,284,10
1370645249903722498,1,0,2,1
860249123060162560,2,0,2,0
854670854101360640,1,0,4,0
809755867121860608,0,0,5,0
766186075115102208,1,1,2,0
1395877061890281482,1,1,10,0
1395514678391017475,4,0,53,0
1395487315640848384,14,0,104,1
1395408979203870724,131,30,1260,29
1395152286872182786,2,46,152,5
1394789898671075336,104,3,533,0
1394321827770552320,154,7,724,2
1394068389115699204,0,4,16,1
1393672535577972742,1,4,36,1
1393597041738141705,80,5,497,6
1393340347036708866,106,2,569,3
1392872264715186177,26,6,235,0
1392615571166957569,7,12,85,2
1392253183758675978,13,170,446,26
1391890796144648197,308,9,1542,17
1391422717560242177,55,2,325,0
1391166020619018244,65,4,694,0
1391060342277644295,2,1,14,0
1391060341174505474,12,2,50,3
1391060339945574403,1,1,15,0
1391060338376839175,4,1,15,0
1391060335843549190,2,1,10,0
1391060333415051264,3,1,9,0
1391060329803698176,6,1,13,0
1391060327224250368,6,2,47,1
1391056139400404997,2,3,39,0
1390803638042365958,8,8,32,3
1390381352512475137,17,4,124,3
1389671170048503813,8,11,156,0
1389354080682774528,71,2,468,2
1388931294822871041,190,5,795,5
1388629304368631810,1839,30,5288,98
1388161232390262796,2,18,47,6
1387904529685962757,9,86,135,5
1387451549996273665,92,6,526,9
1387179858112000002,1,2,15,1
1386711676351918087,344,4,1246,6
1386454978055770116,34,14,350,5
1385730201708081153,5,0,50,1
1384129689292197889,7,57,123,14
1383812569962401793,68,13,576,4
1383555889584500739,2,0,14,0
1383555888280076288,3,1,26,0
1383555886912737283,3,1,7,0
1383555885650173961,1,1,5,0
1383555884459053059,1,1,7,0
1383555880076005376,1,1,5,0
1383555877454499841,6,1,51,0
1382785800601886721,33,4,256,1
1382414239491444737,75,1,440,9
1382113517550014464,9,190,195,14
1381380565434134529,14,7,227,2
1381280170208686084,131,13,643,12
1381021137962823683,3,0,140,3
1380959402270711809,19,1,267,3
1380553990581014534,0,0,3,0
1380553686821167104,1,1,5,0
1380553626574233603,0,1,3,0
1380553575026188288,0,1,4,0
1380553508571635714,0,1,3,0
1380553330124988419,0,1,2,0
1380553260776349699,0,1,1,0
1380553178786107399,1,1,31,1
1380278422031593475,28,7,302,1
1379931996504342529,11,11,241,2
1379528136698687488,50,9,533,1
1379101526564597765,64,7,646,7
1378841550197649409,3,2,24,0
1378480883544453123,5,3,148,0
1378374767506419717,494,10,1929,17
1378121947196706816,76,13,623,7
1377395475406483462,14,6,115,3
1377288989841846274,135,13,962,21
1376202425598545921,73,5,569,2
1375583345690570752,348,2,1377,10
1375477649208791040,89,7,591,9
1374134181656031233,217,5,1163,9
1371598307688996866,177,8,851,4
1370167760555188225,28,13,445,13
1370140167164416000,5,5,50,1
1370056896011366403,61,4,879,7
1369694039587450881,145,5,617,2
1369437850098401287,48,6,486,2
1369379528217395202,14,13,226,8
1368989145972936704,106,1,489,2
1367882631585492993,45,14,298,16
1367577001712742400,8,6,194,1
1367265139238473730,350,67,2547,101
1367157843506331650,315,71,3779,50
1366801625587720193,245,27,1404,12
1366523650107731974,78,4,356,1
1366087395876081664,2,3,17,1
1365769913349009409,69,4,603,5
1365028795212648449,88,2,709,5
1364017128928542722,13,10,143,3
1363169965759586307,140,7,958,6
1362921009649606662,38,8,349,1
1362482776503554053,209,5,1045,15
1362174996458651651,283,10,1406,13
1361830643458404355,153,10,1034,8
1361038745424699392,9,5,169,1
1360017136085725186,377,7,1904,19
1358928604017668098,135,30,1505,26
1358203824931020800,47,3,562,2
1357841438244016130,298,11,1425,12
1357121714983903233,2,1,33,0
1356754274328444932,151,5,1020,7
1356391884453777411,175,35,1581,22
1356029497468923907,619,15,2412,16
1355667110467399681,137,5,825,1
1355304722949943297,241,5,1107,3
1353854308593201158,317,15,1583,4
1353479025298075654,522,16,2720,28
1352774059713458177,405,10,1801,8
1350960850505445377,152,30,839,13
1350231325387591680,5,7,92,2
1349144767226015745,244,8,1452,7
1346618106077036546,512,33,2489,23
1346267672993005569,66,12,760,7
1345882640004612096,539,18,2084,25
1345055314467454977,75,35,621,7
1344801064562823168,358,29,2472,56
1343708309640114181,541,18,2434,16
1342152684405575680,216,34,1848,39
1340809207617097728,68,7,649,3
1340446821307609090,182,14,1805,17
1340084433483948033,328,16,1442,6
1339724001971617792,6,3,23,1
1334930671316344832,123,23,1122,35
1332836675349860352,1500,749,8390,1266
1332057029288968192,253,26,1918,34
1331759084651986944,11,2,49,2
1331387123321204737,364,24,1986,44
1331024733526249475,156,15,1264,26
1330662346113609729,111,11,794,12
1330299957811830784,1043,25,4871,99
1329937573003792385,4,3,35,1
1329898069790343169,54,4,367,7
1329596775158538240,50,8,586,6
1329586604227383300,8,0,49,4
1329152400729518082,16,4,138,1
1328851931440312322,6,26,167,15
1328488048112308224,90,50,1218,63
1328126901769027584,5,0,30,0
1328126873142845440,3,1,20,0
1328126818616967168,0,1,11,1
1328126717123203072,0,1,13,1
1328126659334078464,5,2,48,1
1328126578849529858,0,2,43,0
1327763246833602560,89,2,552,4
1327400857592270848,1007,16,3333,52
1325975773065351170,8,0,64,1
1323434250666831872,90,5,1255,13
1320817479686316033,214,12,1186,47
1320379593711235072,697,29,3871,143
1320153099814711297,987,17,3236,52
1320129413313228801,2,0,16,1
1320047407648837633,367,6,1506,11
1318690035894419456,22,5,102,1
1318365388128755712,182,48,3008,42
1318317778034597888,31,6,158,14
1317239023954317312,264,18,1206,18
1317118115478753280,3,0,75,1
1316523864143192064,0,5,21,0
1315413874477158400,4,0,26,0
1315306126129258496,465,17,2244,22
1315068581768437760,6,1,54,3
1314946574573740032,565,16,2882,21
1314346439946899456,6,4,122,0
1313615045281165313,21,5,61,1
1312876566406295552,4,1,44,1
1309976048751214594,2,5,17,0
1308542245612613632,9,4,37,1
1307801716826537986,5,1,62,0
1302743385032269825,7,85,99,5
1301935041279336454,38,142,187,19
1297936402257260548,10,8,35,0
1295133271232253952,7,9,40,0
1292972540881563648,7,7,59,0
1291764479605186565,4,1,32,0
1290761008596652034,3,9,46,2
1290420938991964160,12,2,56,3
1289939011629248514,9,2,49,0
1288851849945251843,401,20,1781,14
1281001388856598528,7,14,50,0
1278834205732962304,3,9,42,0
1277742882510831616,9,5,53,1
1276658939984089088,40,38,217,16
1266116079970971648,3,22,25,2
1265734529219792897,248,9,1364,18
1265417355749765121,7,3,27,1
1265415652740755456,8,4,154,0
1265311746497052672,15,147,314,51
1265068180776480769,13,0,63,9
1264315175034904576,3,2,33,0
1264214316019937281,1,1,49,0
1263641756966379520,1,1,25,0
1263630883279433729,1,0,29,0
1263615462954266626,4,5,105,2
1263605015005917186,0,0,13,0
1263499823145197569,253,4,1006,5
1263243108449476608,51,198,595,56
1262768811788267521,2,2,57,0
1262442833874685956,769,13,2828,11
1262396793767317506,2,1,23,2
1262164788106285056,1,0,34,0
1262141195611865088,6,0,39,0
1262123207881965568,4,0,25,0
1262123144338305024,5,2,30,0
1262111445824626688,3,1,33,0
1262111384097026049,2,1,34,0
1262099654495203328,9,2,96,4
1262099573222150144,53,2,398,1
1261443636262133760,6,0,29,0
1261431174095794177,3,0,93,0
1261384973002526720,3,0,16,1
1261008382053486593,762,11,2794,18
1260695160326774784,2,2,171,1
1260585595807698948,509,8,1831,12
1260220720639926274,6,0,27,0
1259981640736088065,4,2,30,2
1259922361165312001,1,1,62,0
1259244636947705856,13,4,175,1
1259146290299977728,3,0,29,1
1259136047625232384,638,14,2513,29
1258894550397071364,6,1,43,1
1258781203831947264,37,2,397,1
1258048969982255104,1,0,21,0
1257827789790576640,5,0,33,0
1257701600677834753,614,7,2051,12
1257505343694753794,5,3,89,0
1257469052416602112,5,1,43,0
1257452616453435395,3,0,78,0
1257440962999136256,11,1,88,0
1257339208890548225,42,125,482,58
1257067439537471488,8,1,36,1
1256720567643697152,3,0,64,1
1256357843734757377,3,0,24,1
1256309065988235264,49,5,357,5
1256267139096420361,477,15,1938,18
1255995381705474049,9,3,31,5
1254436899776720896,10,4,67,2
1254073390240985089,2,0,33,3
1251631593795588096,163,74,1043,16
1251586087731867648,1,4,29,0
1251556206889644034,167,3,787,15
1250902544865325056,2,2,33,0
1250816256753709058,1311,16,3742,32
1250441568365867017,2,2,38,2
1250199928170672129,7,0,60,2
1250194957798793216,436,8,2689,52
1249835847609806849,6,0,28,1
1249096383707021313,10,3,78,3
1247902678165778435,7,3,50,0
1247645523063885824,0,0,21,0
1247552041104412672,8,2,66,2
1247298269736132608,6,1,36,6
1247242496280686593,7,0,53,1
1246921046956990464,3,1,36,1
1246920996495314944,0,1,39,0
1246920926588895234,1,1,19,0
1246920843524898817,11,1,111,0
1246920761291374593,7,1,77,0
1246920552679342084,102,5,627,5
1246559774524600322,4,0,33,0
1245523354229952514,36,4,125,3
1245521236316192769,23,0,172,0
1245520410331901953,82,1,426,10
1245519563287973888,3,1,58,0
1245519422048972802,6,0,54,0
1245518724301328384,16,1,108,0
1245518177578020868,10,0,55,0
1245515038108135424,0,0,18,0
1245455908618080256,3,0,28,2
1245364879457841152,16,3,130,6
1245123713462341632,6,2,34,2
1245025409135194114,7,2,46,0
1244770988182700041,28,4,219,2
1244047382691504128,11,1,107,2
1243255579902181377,5,2,33,0
1242828592846974978,6,0,24,1
1242603936411869184,33,5,366,7
1242481307642462208,10,0,36,0
1242224612156551168,16,5,111,1
1241484916287774720,5,2,72,2
1241137965922791424,24,4,126,2
1240654265091309568,4,0,28,2
1240443065430503424,2,0,23,0
1240420220868734976,17,0,57,1
